Who?	('<SOS>', 'को?', '<EOS>')
My birthday is tomorrow.	('<SOS>', 'मेरो जन्म दिन भोलि हो।', '<EOS>')
My mother isn't at home.	('<SOS>', 'आमा घरमा हुनुहुन्न।', '<EOS>')
Please keep this secret.	('<SOS>', 'कृपया यसलाई गोप्य राख्नुहोस्।', '<EOS>')
Please show me the list.	('<SOS>', 'कृपया मलाई सूची देखाउनुहोस्।', '<EOS>')
She is as busy as a bee.	('<SOS>', 'उनी मौरी जस्तै व्यस्त छिन्।', '<EOS>')
Sorry for being so late.	('<SOS>', 'धेरै ढिलो भएकोमा माफी चाहन्छु।', '<EOS>')
That was unprofessional.	('<SOS>', 'त्यो अव्यवसायिक थियो।', '<EOS>')
The door was still open.	('<SOS>', 'ढोका अझै खुल्ला थियो।', '<EOS>')
The law is pretty clear.	('<SOS>', 'कानुन एकदमै स्पष्ट छ।', '<EOS>')
The police came quickly.	('<SOS>', 'पुलिस छिट्टै आए।', '<EOS>')
The signal turned green.	('<SOS>', 'ट्राफिक बत्ती हरियो भयो।', '<EOS>')
There are no exceptions.	('<SOS>', 'त्यहाँ कुनै अपवाद छैन।', '<EOS>')
This is really exciting.	('<SOS>', 'यो साँच्चै रोमाञ्चक छ।', '<EOS>')
Tom blew out the candle.	('<SOS>', 'टमले मैनबत्ती निभाए।', '<EOS>')
Tom doesn't know French.	('<SOS>', 'टम फ्रान्सेली जान्दैन।', '<EOS>')
Tom is braver than I am.	('<SOS>', 'टम म भन्दा बहादुर छ।', '<EOS>')
Tom is doing all he can.	('<SOS>', 'टमले आफूले सक्ने सबै गरिरहेको छ।', '<EOS>')
Tom is still in the car.	('<SOS>', 'टम अझै कार भित्र छ।', '<EOS>')
Tom is writing a letter.	('<SOS>', 'टमले पत्र लेख्दैछ।', '<EOS>')
Tom is writing a letter.	('<SOS>', 'टमले चिठी लेख्दैछ।', '<EOS>')
Tom is writing a report.	('<SOS>', 'टमले रिपोर्ट लेख्दैछ।', '<EOS>')
Tom left because of you.	('<SOS>', 'टमले तिम्रो कारणले छोड्यो।', '<EOS>')
Tom said he felt lonely.	('<SOS>', 'टमले आफू एक्लो महसुस गरेको बताए।', '<EOS>')
Tom sang a song to Mary.	('<SOS>', 'टमले मेरीको लागि एउटा गीत गाए।', '<EOS>')
Tom says Mary was wrong.	('<SOS>', 'टम भन्छन् कि मेरी गलत थिहिन्।', '<EOS>')
Tom searched everywhere.	('<SOS>', 'टमले जताततै खोज्यो।', '<EOS>')
Tom wants to protect me.	('<SOS>', 'टम मेरो रक्षा गर्न चाहन्छ।', '<EOS>')
Tom was there yesterday.	('<SOS>', 'टम हिजो त्यहाँ थियो।', '<EOS>')
Tom wasn't the youngest.	('<SOS>', 'टम सबैभन्दा कान्छो थिएन।', '<EOS>')
Tom wears a tie to work.	('<SOS>', 'टमले काम गर्न टाई लगाउँछ।', '<EOS>')
We can't live like this.	('<SOS>', 'हामी यसरी बाँच्न सक्दैनौं।', '<EOS>')
We can't stay here long.	('<SOS>', 'हामी यहाँ लामो समय बस्न सक्दैनौ।', '<EOS>')
We discussed what to do.	('<SOS>', 'हामीले के गर्ने भन्ने कुरा गर्यौँ।', '<EOS>')
We don't have snow here.	('<SOS>', 'हामीसँग यहाँ हिउँ छैन।', '<EOS>')
We have to be proactive.	('<SOS>', 'हामी सक्रिय हुनुपर्छ।', '<EOS>')
We locked all the doors.	('<SOS>', 'हामीले सबै ढोकामा ताल्चा लगायौ।', '<EOS>')
We should wait a little.	('<SOS>', 'हामीले थोरै पर्खनुपर्छ।', '<EOS>')
What are we waiting for?	('<SOS>', 'हामी के पर्खिरहेका छौं?', '<EOS>')
What time is it, anyway?	('<SOS>', 'जे होस्, कति बजेको छ?', '<EOS>')
What time will you come?	('<SOS>', 'तिमी कति बजे आउने छौ?', '<EOS>')
What year were you born?	('<SOS>', 'तिम्रोको जन्म कुन सालमा भएको थियो ?', '<EOS>')
What's your wife's name?	('<SOS>', 'तिम्री श्रीमतीको नाम के हो?', '<EOS>')
When's the next meeting?	('<SOS>', 'अर्को बैठक कहिले हुन्छ?', '<EOS>')
Which toe am I touching?	('<SOS>', 'म कुन औंला छुदैछु?', '<EOS>')
Who are you calling for?	('<SOS>', 'तपाई कसलाई बोलाउदै हुनुहुन्छ?', '<EOS>')
Who would notice anyway?	('<SOS>', 'जे भए पनि कसले ध्यान दिने ?', '<EOS>')
Why did Tom do all this?	('<SOS>', 'किन टमले यो सबै गरे?', '<EOS>')
Why did you turn it off?	('<SOS>', 'किन बन्द गर्नुभएको ?', '<EOS>')
You don't know who I am.	('<SOS>', 'तिमीलाई थाहा छैन म को हुँ।', '<EOS>')
You should see a doctor.	('<SOS>', 'तपाईंले डाक्टरलाई देखाउदा राम्रो हुन्छ।', '<EOS>')
You'd better stay quiet.	('<SOS>', 'तपाईं चुप लागेर बस्नु राम्रो हुन्छ।', '<EOS>')
As a rule, I don't drink.	('<SOS>', 'नियमको रूपमा, म पिउँदिन।', '<EOS>')
Bring me a cup of coffee.	('<SOS>', 'मलाई एक कप कफी ल्याउनुहोस्।', '<EOS>')
Can I borrow your hammer?	('<SOS>', 'के म तिम्रो हथौडा उधारो लिन सक्छु?', '<EOS>')
Can't you leave me alone?	('<SOS>', 'के तिमी मलाई एक्लै छोड्न सक्दैनौ?', '<EOS>')
Christmas is almost here.	('<SOS>', 'क्रिसमस आइसकेको छ।', '<EOS>')
Did Tom really kiss Mary?	('<SOS>', 'के टमले साँच्चै मेरीलाई चुम्बन गरेको थियो?', '<EOS>')
Did you see Tom steal it?	('<SOS>', 'के तपाईंले टमले चोरेको देख्नुभयो?', '<EOS>')
Does Tom still play golf?	('<SOS>', 'के टम अझै पनि गल्फ खेल्छन्?', '<EOS>')
Don't smoke in this room.	('<SOS>', 'कृपया यस कोठामा धुम्रपान नगर्नुहोस्।', '<EOS>')
Everyone froze in horror.	('<SOS>', 'सबै डरले थुरथुर भए।', '<EOS>')
How could you think that?	('<SOS>', 'तपाईं कसरी त्येस्तो सोच्न सक्नुहुन्छ?', '<EOS>')
How did you convince Tom?	('<SOS>', 'तपाईंले टमलाई कसरी मनाउनुभयो?', '<EOS>')
How often do you do that?	('<SOS>', 'तपाईं कत्तिको त्यसो गर्नुहुन्छ?', '<EOS>')
How tall is your brother?	('<SOS>', 'तिम्रो भाइ कति अग्लो छ?', '<EOS>')
How tall is your brother?	('<SOS>', 'तिम्रो दाई कति अग्लो हुनुहुन्छ?', '<EOS>')
I deserve to be rewarded.	('<SOS>', 'म पुरस्कृत हुन योग्य छु।', '<EOS>')
I don't eat rice anymore.	('<SOS>', 'म अब भात खान्न।', '<EOS>')
I don't have any regrets.	('<SOS>', 'मलाई कुनै पछुतो छैन।', '<EOS>')
I don't have your number.	('<SOS>', 'मसँग तिम्रो नम्बर छैन।', '<EOS>')
I have a lot of homework.	('<SOS>', 'म संग गृहकार्य धेरै छ।', '<EOS>')
I have the same question.	('<SOS>', 'मेरो पनि एउटै प्रश्न छ।', '<EOS>')
I know what's in the box.	('<SOS>', 'मलाई बक्समा के छ भनेर थाहा छ।', '<EOS>')
I like the bright colors.	('<SOS>', 'मलाई उज्यालो रंग मन पर्छ।', '<EOS>')
I like walking by myself.	('<SOS>', 'म एक्लै हिड्न रुचाउछु।', '<EOS>')
I need a few suggestions.	('<SOS>', 'मलाई केही सुझावहरू चाहिन्छ।', '<EOS>')
I really don't like dogs.	('<SOS>', 'मलाई साँच्चै कुकुरहरू मन पर्दैन।', '<EOS>')
I saw him enter the room.	('<SOS>', 'मैले उसलाई कोठामा पसेको देखेँ।', '<EOS>')
I think Tom is obnoxious.	('<SOS>', 'मलाई लाग्छ टम अपमानजनक छ।', '<EOS>')
I think we can handle it.	('<SOS>', 'मलाई लाग्छ हामी यसलाई सम्हाल्न सक्छौं।', '<EOS>')
I thought it was obvious.	('<SOS>', 'मैले सोचे कि यो स्पष्ट छ।', '<EOS>')
I took care of Tom's cat.	('<SOS>', 'मैले टमको बिरालोको हेरचाह गरें।', '<EOS>')
I want to eat fried rice.	('<SOS>', 'म फ्राइड राइस खान चाहन्छु।', '<EOS>')
I want to go and do that.	('<SOS>', 'म गएर त्यो गर्न चाहन्छु।', '<EOS>')
I'd almost fallen asleep.	('<SOS>', 'म झन्डै निदाएको थिए ।', '<EOS>')
I'll be there right away.	('<SOS>', 'म तुरुन्तै त्यहाँ जान्छु।', '<EOS>')
I'll be there right away.	('<SOS>', 'म तत्कालै त्यहाँ जान्छु।', '<EOS>')
I'll call you right back.	('<SOS>', 'म तिमीलाई तुरुन्तै फोन गर्छु।', '<EOS>')
I'll do whatever you ask.	('<SOS>', 'तपाईले जे सोध्नुहुन्छ म गर्नेछु।', '<EOS>')
I'm not in love with you.	('<SOS>', 'म तिम्रो मायामा छैन।', '<EOS>')
I'm very grateful to you.	('<SOS>', 'म तपाईप्रति धेरै आभारी छु।', '<EOS>')
It didn't seem necessary.	('<SOS>', 'यो आवश्यक देखिएन।', '<EOS>')
It's not difficult to do.	('<SOS>', 'यो गर्न कठिन छैन।', '<EOS>')
It's not difficult to do.	('<SOS>', 'यो गर्नलाई धेरै गाह्रो छैन।', '<EOS>')
It's not difficult to do.	('<SOS>', 'यो त्यति मुस्किल छैन।', '<EOS>')
May I turn off the radio?	('<SOS>', 'के म रेडियो बन्द गर्न सक्छु?', '<EOS>')
May I turn the radio off?	('<SOS>', 'के म रेडियो बन्द गर्न सक्छु?', '<EOS>')
My birthday is next week.	('<SOS>', 'मेरो जन्मदिन अर्को हप्ता हो।', '<EOS>')
My kid brother is twelve.	('<SOS>', 'मेरो भाई १२ वर्षको छ।', '<EOS>')
My list has thirty names.	('<SOS>', 'मेरो लिस्टमा तीस वटा नामहरू छन् ।', '<EOS>')
My mother is not at home.	('<SOS>', 'आमा घरमा हुनुहुन्न।', '<EOS>')
My name is Tom, not John.	('<SOS>', 'मेरो नाम जोन होइन, टम हो।', '<EOS>')
No one wants to go there.	('<SOS>', 'त्यहाँ कोहीपनि जान चाहँदैनन्।', '<EOS>')
Please turn on the radio.	('<SOS>', 'कृपया रेडियो खोल्नुहोस्।', '<EOS>')
