who?	<SOS> को? <EOS>
tom pretended not to look.	<SOS> टमले नदेखेको बहाना गरे। <EOS>
tom tried to fix the gate.	<SOS> टमले गेट बनाउने कोसिस गर्यो। <EOS>
tom was able to help mary.	<SOS> टम मेरीलाई मद्दत गर्न सक्षम थिए। <EOS>
tom was my boyfriend then.	<SOS> टम त्यतिबेला मेरो प्रेमी थियो। <EOS>
tom was quicker than mary.	<SOS> टम मेरी भन्दा छिटो थियो। <EOS>
tom was quicker than mary.	<SOS> टम मेरी भन्दा छिटो थिए। <EOS>
tom would agree with that.	<SOS> टम त्यसमा सहमत हुनेछन्। <EOS>
tom's dog bit mary's hand.	<SOS> टमको कुकुरले मेरीको हातमा टोक्यो। <EOS>
tom's stuff is everywhere.	<SOS> टमको सामान जताततै छ। <EOS>
tom's wife's name is mary.	<SOS> टमकी श्रीमतीको नाम मेरी हो। <EOS>
we'll be here for a while.	<SOS> हामी केही समयको लागि यहाँ हुनेछौं। <EOS>
we're not friends anymore.	<SOS> हामी अब साथी रहेनौं। <EOS>
we've got a real good car.	<SOS> हामीसँग साँच्चै राम्रो कार छ। <EOS>
welcome to our small town.	<SOS> हाम्रो सानो सहरमा स्वागत छ। <EOS>
were you able to help tom?	<SOS> के तपाइँ टमलाई मद्दत गर्न सक्षम हुनुहुन्थ्यो? <EOS>
what do you think of this?	<SOS> यसबारे तपाईलाई के लाग्छ? <EOS>
what have you seen so far?	<SOS> अहिलेसम्म के देख्नुभयो ? <EOS>
what would you like to do?	<SOS> तिमी के गर्न चाहान्छौ? <EOS>
what would you like to do?	<SOS> तपाई के गर्न चाहानुहुन्छ? <EOS>
who is taller, you or tom?	<SOS> को अग्लो छ, तपाईं वा टम? <EOS>
why don't they talk to me?	<SOS> तिनीहरू मसँग किन बोल्दैनन्? <EOS>
why haven't you asked tom?	<SOS> तपाईंले टमलाई किन सोध्नुभएको छैन? <EOS>
why haven't you asked tom?	<SOS> तपाईंले टमलाई किन सोध्नुभएन? <EOS>
will we have to wait long?	<SOS> के हामीले लामो समय पर्खनुपर्ने हो? <EOS>
you need to pay attention.	<SOS> तपाईंले ध्यान दिन आवश्यक छ। <EOS>
you ought to see a doctor.	<SOS> तपाईंले डाक्टरलाई देखाउदा राम्रो हुन्छ। <EOS>
you'll never see me again.	<SOS> तिमीले मलाई फेरि कहिल्यै देख्ने छैनौ। <EOS>
a friend lent me that book.	<SOS> त्यो किताब साथिबाट उधारो पाएको हो। <EOS>
a lot of people came today.	<SOS> आज धेरै मान्छे आए । <EOS>
act as if nothing happened.	<SOS> केही भएको छैन जस्तो व्यवहार गर्नुहोस्। <EOS>
are mary and alice sisters?	<SOS> के मेरी र एलिस दिदी-बहिनी हुन्? <EOS>
can you give me an example?	<SOS> के तपाईं मलाई एउटा उदाहरण दिन सक्नुहुन्छ? <EOS>
can you guess what this is?	<SOS> के तपाई अनुमान गर्न सक्नुहुन्छ यो के हो? <EOS>
can you guess what this is?	<SOS> के तिमी अनुमान गर्न सक्छौ यो के हो? <EOS>
can you please repeat that?	<SOS> के तपाइँ यसलाई दोहोर्याउन सक्नुहुन्छ? <EOS>
can you remember this game?	<SOS> के तपाइँ यो खेल याद गर्न सक्नुहुन्छ? <EOS>
do you have any bad habits?	<SOS> के तपाईको कुनै नराम्रो बानी छ? <EOS>
do you have to leave today?	<SOS> के आज तपाईले छोड्नु पर्ने हो ? <EOS>
do you think you're strong?	<SOS> के तपाईं बलियो हुनुहुन्छ जस्तो लाग्छ? <EOS>
do you think you're strong?	<SOS> के तलाई बलियो छु जस्तो लाग्छ? <EOS>
do you think you're strong?	<SOS> के तिमीलाई बलियो छु जस्तो लाग्छ? <EOS>
do you want us to help you?	<SOS> के तपाई हामीले तपाईलाई मद्दत गरुन भन्ने चाहनुहुन्छ? <EOS>
do you want us to help you?	<SOS> के तिमी हामीले तिमीलाई मद्दत गरुन भन्ने चाहान्छौ? <EOS>
express your ideas clearly.	<SOS> आफ्ना विचारहरू स्पष्ट रूपमा व्यक्त गर्नुहोस्। <EOS>
he comes round once a week.	<SOS> उनी हप्तामा एकपटक आउँछन् । <EOS>
he was seen to go upstairs.	<SOS> ऊ माथिल्लो तलामा गएको देखियो। <EOS>
how old is the lead singer?	<SOS> प्रमुख गायक कति वर्षको हो ? <EOS>
i apologize for being late.	<SOS> ढिलो भएकोमा माफी चाहन्छु। <EOS>
i brought tom some cookies.	<SOS> मैले टमलाई केही कुकीहरू किनें। <EOS>
i dance, but not very well.	<SOS> म नाच्छु, तर खासै राम्रो छैन। <EOS>
i didn't eat any more rice.	<SOS> मैले अब भात खाइनँ । <EOS>
i don't care, but tom does.	<SOS> मलाई वास्ता छैन, तर टमलाई छ। <EOS>
i don't eat rice every day.	<SOS> म हरेक दिन भात खान्न। <EOS>
i don't have any allergies.	<SOS> मलाई खासै केहीको पनि एलर्जी छैन। <EOS>
i guess it's time to leave.	<SOS> मलाई लाग्छ यो छोड्ने समय हो। <EOS>
i know that i'm overweight.	<SOS> मलाई थाहा छ मेरो तौल धेरै छ। <EOS>
i often visit my relatives.	<SOS> म प्रायः मेरा आफन्तहरूलाई भेट्न जान्छु। <EOS>
i prefer walking to riding.	<SOS> म गाडीमा चढ्न भन्दा हिड्न रुचाउँछु। <EOS>
i swear that i'm not drunk.	<SOS> म कसम खान्छु कि म मातेको छैन। <EOS>
i think tom is working now.	<SOS> मलाई लाग्छ टम अहिले काम गरिरहेको छ। <EOS>
i think you're a great guy.	<SOS> मलाई लाग्छ तपाईं एक महान मान्छे हुनुहुन्छ। <EOS>
i was too drunk to do that.	<SOS> म त्यसो गर्नको लागि धेरै मातेको थिए। <EOS>
i wonder what tom would do.	<SOS> म आश्चर्यचकित छु कि टम के गर्ला। <EOS>
i'd like to report a theft.	<SOS> म चोरी रिपोर्ट गर्न चाहन्छु। <EOS>
i'll see you all in boston.	<SOS> म तिमीहरु सबै बोस्टन मा भेट्नेछु। <EOS>
i'm from australia as well.	<SOS> म पनि अस्ट्रेलिया बाट हुँ । <EOS>
i'm looking for my brother.	<SOS> म भाईलाई खोज्दै छु। <EOS>
i'm not guilty of anything.	<SOS> मसँग केही पनि पछुतो छैन। <EOS>
i'm pretty bored right now.	<SOS> मलाई अहिले निकै बोर लागेको छ। <EOS>
i'm really grateful to you.	<SOS> म तपाईप्रति धेरै आभारी छु। <EOS>
i've got to cut tom's hair.	<SOS> मैले टमको कपाल काट्नु परेको छ। <EOS>
i've never stolen anything.	<SOS> मैले कहिल्यै केही चोरेको छैन। <EOS>
